"MGI:1913300","0610009B22Rik","0610009B22Rik<tm1b(EUCOMM)Hmgu>/0610009B22Rik<tm1b(EUCOMM)Hmgu>","MP:0001489","decreased startle reflex"
"MGI:1922986","Bcl2l12","Bcl2l12<tm1.1(KOMP)Vlcg>/Bcl2l12<tm1.1(KOMP)Vlcg>","MP:0003313","abnormal locomotor activation"
"MGI:1924295","Bcl7a","Bcl7a<tm1Ban>/Bcl7a<tm1Ban> Tg(Syn1-cre)671Jxm/?","MP:0001405","impaired coordination"
"MGI:1924295","Bcl7a","Bcl7a<tm1Ban>/Bcl7a<tm1Ban> Tg(Syn1-cre)671Jxm/?","MP:0001406","abnormal gait"
"MGI:1924295","Bcl7a","Bcl7a<tm1Ban>/Bcl7a<tm1Ban> Tg(Syn1-cre)671Jxm/?","MP:0001522","impaired swimming"
"MGI:1332238","Bcl7b","Bcl7b<tm1b(EUCOMM)Wtsi>/Bcl7b<tm1b(EUCOMM)Wtsi>","MP:0001515","abnormal grip strength"
"MGI:1917580","Bclaf1","Bclaf1<tm1b(EUCOMM)Wtsi>/Bclaf1<+>","MP:0001515","abnormal grip strength"
"MGI:1914071","Bcs1l","Bcs1l<tm1.1Levp>/Bcs1l<tm1.1Levp>","MP:0001402","hypoactivity"
"MGI:1914071","Bcs1l","Bcs1l<tm1.1Levp>/Bcs1l<tm1.1Levp>","MP:0001505","hunched posture"
"MGI:88143","Bda","Bda/Bda","MP:0001406","abnormal gait"
"MGI:88144","Bdkrb1","Bdkrb1<em1(IMPC)H>/Bdkrb1<em1(IMPC)H>","MP:0001515","abnormal grip strength"
"MGI:88145","Bdnf","Bdnf<tm1(Ntf3)Pern>/Bdnf<tm1(Ntf3)Pern>","MP:0001405","impaired coordination"
"MGI:88145","Bdnf","Bdnf<tm1(Ntf3)Pern>/Bdnf<tm1(Ntf3)Pern>","MP:0001525","impaired balance"
"MGI:88145","Bdnf","Bdnf<tm1Gdy>/Bdnf<tm1Gdy>","MP:0001399","hyperactivity"
"MGI:88145","Bdnf","Bdnf<tm1Gdy>/Bdnf<tm1Gdy>","MP:0001516","abnormal motor coordination/balance"
"MGI:88145","Bdnf","Bdnf<tm1Gdy>/Bdnf<tm1Gdy>","MP:0001523","impaired righting response"
"MGI:88145","Bdnf","Bdnf<tm1Jae>/Bdnf<tm1Jae>","MP:0001394","circling"
"MGI:88145","Bdnf","Bdnf<tm1Jae>/Bdnf<tm1Jae>","MP:0001399","hyperactivity"
"MGI:88145","Bdnf","Bdnf<tm1Jae>/Bdnf<tm1Jae>","MP:0001410","head bobbing"
"MGI:88145","Bdnf","Bdnf<tm1Jae>/Bdnf<tm1Jae>","MP:0001411","spinning"
"MGI:88145","Bdnf","Bdnf<tm1Jae>/Bdnf<tm1Jae>","MP:0001524","impaired limb coordination"
"MGI:88145","Bdnf","Bdnf<tm1Jae>/Bdnf<tm1Jae>","MP:0001525","impaired balance"
"MGI:88145","Bdnf","Bdnf<tm1Jae>/Bdnf<tm1Jae>","MP:0005191","head tilt"
"MGI:88145","Bdnf","Bdnf<tm1Jben>/Bdnf<+>","MP:0001402","hypoactivity"
"MGI:88145","Bdnf","Bdnf<tm1Krj>/Bdnf<tm1Lfr> Emx1<tm1(cre)Krj>/Emx1<+>","MP:0001513","limb grasping"
"MGI:88145","Bdnf","Bdnf<tm1Krj>/Bdnf<tm1Lfr> H2az2<Tg(Wnt1-cre)11Rth>/?","MP:0001405","impaired coordination"
"MGI:88145","Bdnf","Bdnf<tm1Krj>/Bdnf<tm1Lfr> H2az2<Tg(Wnt1-cre)11Rth>/?","MP:0001513","limb grasping"
"MGI:88145","Bdnf","Bdnf<tm1Lfr>/Bdnf<tm1Lfr>","MP:0001393","ataxia"
"MGI:88145","Bdnf","Bdnf<tm1Lfr>/Bdnf<tm1Lfr>","MP:0001411","spinning"
"MGI:88145","Bdnf","Bdnf<tm1Lfr>/Bdnf<tm1Lfr>","MP:0001505","hunched posture"
"MGI:88145","Bdnf","Bdnf<tm1Lfr>/Bdnf<tm1Lfr>","MP:0001523","impaired righting response"
"MGI:88145","Bdnf","Bdnf<tm1Lfr>/Bdnf<tm1Lfr>","MP:0002066","abnormal motor capabilities/coordination/movement"
"MGI:88145","Bdnf","Bdnf<tm1Lfr>/Bdnf<tm1Lfr>","MP:0003313","abnormal locomotor activation"
"MGI:88145","Bdnf","Bdnf<tm1Limm>/Bdnf<tm1Limm> Tg(Camk2a-cre)T50Stl/?","MP:0001399","hyperactivity"
"MGI:88145","Bdnf","Bdnf<tm1Limm>/Bdnf<tm1Limm> Tg(GFAP-cre)25Mes/?","MP:0001399","hyperactivity"
"MGI:88145","Bdnf","Bdnf<tm1Par>/Bdnf<+>","MP:0002757","decreased vertical activity"
"MGI:88145","Bdnf","Bdnf<tm1Par>/Bdnf<+>","MP:0003313","abnormal locomotor activation"
"MGI:88145","Bdnf","Bdnf<tm1Tbn>/Bdnf<tm1Tbn>","MP:0001524","impaired limb coordination"
"MGI:88145","Bdnf","Bdnf<tm1Tbn>/Bdnf<tm1Tbn>","MP:0001525","impaired balance"
"MGI:88145","Bdnf","Bdnf<tm1Yab>/Bdnf<tm1Yab> Mapt<tm1(cre)Nagy>/Mapt<+>","MP:0001513","limb grasping"
"MGI:88145","Bdnf","Bdnf<tm1Yab>/Bdnf<tm1Yab> Mapt<tm1(cre)Nagy>/Mapt<+>","MP:0003313","abnormal locomotor activation"
"MGI:88145","Bdnf","Bdnf<tm2(Ntf5)Jae>/Bdnf<tm2(Ntf5)Jae>","MP:0001412","excessive scratching"
"MGI:88145","Bdnf","Bdnf<tm3Jae>/Bdnf<tm3Jae> Tg(Camk2a-cre)159Kln/?","MP:0001399","hyperactivity"
"MGI:88145","Bdnf","Bdnf<tm3Jae>/Bdnf<tm3Jae> Tg(Camk2a-cre)93Kln/?","MP:0001399","hyperactivity"
"MGI:88145","Bdnf","Bdnf<tm3Jae>/Bdnf<tm3Jae> Tg(Camk2a-cre)93Kln/?","MP:0001513","limb grasping"
"MGI:88145","Bdnf","Bdnf<tm3Jae>/Bdnf<tm3Jae> Tg(Eno2tTA)5030Nes/? Tg(tetO-cre)1Jaw/?","MP:0001399","hyperactivity"
"MGI:1929597","Bean1","Bean1<em1(IMPC)H>/Bean1<em1(IMPC)H>","MP:0001406","abnormal gait"
"MGI:1891828","Becn1","Becn1<tm1b(KOMP)Wtsi>/Becn1<+>","MP:0001486","abnormal startle reflex"
"MGI:1891828","Becn1","Becn1<tm1b(KOMP)Wtsi>/Becn1<+>","MP:0001488","increased startle reflex"
"MGI:2444572","Bend6","Bend6<em1(IMPC)J>/Bend6<em1(IMPC)J>","MP:0001515","abnormal grip strength"
"MGI:1338017","Bex2","Bex2<tm1b(EUCOMM)Hmgu>/?","MP:0003313","abnormal locomotor activation"
"MGI:1338017","Bex2","Bex2<tm1b(EUCOMM)Hmgu>/Bex2<tm1b(EUCOMM)Hmgu>","MP:0001486","abnormal startle reflex"
"MGI:1338017","Bex2","Bex2<tm1b(EUCOMM)Hmgu>/Bex2<tm1b(EUCOMM)Hmgu>","MP:0003313","abnormal locomotor activation"
"MGI:3588247","Bex6","Bex6<tm1.1(KOMP)Vlcg>/Bex6<tm1.1(KOMP)Vlcg>","MP:0001399","hyperactivity"
"MGI:3588247","Bex6","Bex6<tm1.1(KOMP)Vlcg>/Bex6<tm1.1(KOMP)Vlcg>","MP:0003313","abnormal locomotor activation"
"MGI:101770","Bfsp1","Bfsp1<tm1b(EUCOMM)Wtsi>/Bfsp1<tm1b(EUCOMM)Wtsi>","MP:0001488","increased startle reflex"
"MGI:1858764","Bh4p","Bh4p<C57BL/6By>/Bh4p<C57BL/6By>","MP:0004262","abnormal physical strength"
"MGI:1858764","Bh4p","Bh4p<C57BL/6By>/Bh4p<NZB/BlNJ>","MP:0004262","abnormal physical strength"
"MGI:1930001","Bhlhe22","Bhlhe22<tm1Meg>/Bhlhe22<tm1Meg>","MP:0001412","excessive scratching"
"MGI:1930001","Bhlhe22","Bhlhe22<tm1Meg>/Bhlhe22<tm1Meg>","MP:0001412","excessive scratching"
"MGI:1930001","Bhlhe22","Bhlhe22<tm1Meg>/Bhlhe22<tm1Meg>","MP:0001516","abnormal motor coordination/balance"
"MGI:1930001","Bhlhe22","Bhlhe22<tm2.1Meg>/Bhlhe22<tm2.1Meg> H2az2<Tg(Wnt1-cre)11Rth>/?","MP:0001412","excessive scratching"
"MGI:1930001","Bhlhe22","Bhlhe22<tm2.1Meg>/Bhlhe22<tm2.1Meg> Tg(Nes-cre)1Kln/?","MP:0001412","excessive scratching"
"MGI:1930001","Bhlhe22","Bhlhe22<tm2.1Meg>/Bhlhe22<tm2.1Meg> Tg(Pax2-cre)1Akg/?","MP:0001412","excessive scratching"
"MGI:1339972","Bhmt","Bhmt<tm1b(EUCOMM)Hmgu>/Bhmt<tm1b(EUCOMM)Hmgu>","MP:0001515","abnormal grip strength"
"MGI:5646392","Bhv32","Bhv32/Bhv32<+>","MP:0001399","hyperactivity"
"MGI:5646392","Bhv32","Bhv32/Bhv32<+>","MP:0001410","head bobbing"
"MGI:1933388","Bicc1","Bicc1<jcpk-bpk>/Bicc1<jcpk-bpk>","MP:0005202","lethargy"
"MGI:1101760","Bicd1","Bicd1<tm1.1(KOMP)Wtsi>/Bicd1<tm1.1(KOMP)Wtsi>","MP:0001486","abnormal startle reflex"
"MGI:1101760","Bicd1","Bicd1<tm1.1(KOMP)Wtsi>/Bicd1<tm1.1(KOMP)Wtsi>","MP:0001489","decreased startle reflex"
"MGI:1101760","Bicd1","Bicd1<tm1.1(KOMP)Wtsi>/Bicd1<tm1.1(KOMP)Wtsi>","MP:0001515","abnormal grip strength"
"MGI:1924145","Bicd2","Bicd2<tm1.1Hgrd>/Bicd2<tm1.1Hgrd>","MP:0001405","impaired coordination"
"MGI:1924145","Bicd2","Bicd2<tm1.1Hgrd>/Bicd2<tm1.1Hgrd>","MP:0001406","abnormal gait"
"MGI:1924145","Bicd2","Bicd2<tm1.1Hgrd>/Bicd2<tm1.1Hgrd>","MP:0001513","limb grasping"
"MGI:1924145","Bicd2","Bicd2<tm1.1Hgrd>/Bicd2<tm1.1Hgrd>","MP:0010540","long stride length"
"MGI:1922915","Bicdl1","Bicdl1<tm2b(EUCOMM)Wtsi>/Bicdl1<tm2b(EUCOMM)Wtsi>","MP:0002757","decreased vertical activity"
"MGI:1922915","Bicdl1","Bicdl1<tm2b(EUCOMM)Wtsi>/Bicdl1<tm2b(EUCOMM)Wtsi>","MP:0003313","abnormal locomotor activation"
"MGI:3611448","Bin2","Bin2<em1(IMPC)Wtsi>/Bin2<em1(IMPC)Wtsi>","MP:0006358","absent pinna reflex"
"MGI:1929230","Bloc1s4","Bloc1s4<cno>/Bloc1s4<cno>","MP:0001525","impaired balance"
"MGI:1929230","Bloc1s4","Bloc1s4<cno>/Bloc1s4<cno>","MP:0002980","abnormal postural reflex"
"MGI:1929230","Bloc1s4","Bloc1s4<cno>/Bloc1s4<cno>","MP:0005191","head tilt"
"MGI:2178598","Bloc1s5","Bloc1s5<mu-Btlr>/Bloc1s5<mu-Btlr>","MP:0005191","head tilt"
"MGI:2178598","Bloc1s5","Bloc1s5<mu>/Bloc1s5<mu>","MP:0001522","impaired swimming"
"MGI:2178598","Bloc1s5","Bloc1s5<mu>/Bloc1s5<mu>","MP:0002980","abnormal postural reflex"
"MGI:2178598","Bloc1s5","Bloc1s5<mu>/Bloc1s5<mu>","MP:0005191","head tilt"
"MGI:1927580","Bloc1s6","Bloc1s6<pa>/Bloc1s6<pa>","MP:0001393","ataxia"
"MGI:1927580","Bloc1s6","Bloc1s6<pa>/Bloc1s6<pa>","MP:0001522","impaired swimming"
"MGI:1927580","Bloc1s6","Bloc1s6<pa>/Bloc1s6<pa>","MP:0001525","impaired balance"
"MGI:1927580","Bloc1s6","Bloc1s6<pa>/Bloc1s6<pa>","MP:0005191","head tilt"
"MGI:88174","Bmi1","Bmi1<tm1Brn>/Bmi1<tm1Brn>","MP:0000745","tremors"
"MGI:88174","Bmi1","Bmi1<tm1Brn>/Bmi1<tm1Brn>","MP:0001393","ataxia"
"MGI:88174","Bmi1","Bmi1<tm1Brn>/Bmi1<tm1Brn>","MP:0001393","ataxia"
"MGI:2155456","Bmp2k","Bmp2k<em1(IMPC)J>/Bmp2k<em1(IMPC)J>","MP:0001392","abnormal locomotor behavior"
"MGI:88180","Bmp4","Bmp4<tm1Blh>/Bmp4<+>","MP:0001394","circling"
"MGI:88180","Bmp4","Bmp4<tm1Blh>/Bmp4<+>","MP:0001394","circling"
"MGI:88180","Bmp4","Bmp4<tm1Blh>/Bmp4<+>","MP:0001394","circling"
"MGI:88180","Bmp4","Bmp4<tm1Blh>/Bmp4<+>","MP:0006377","abnormal vestibulocollic reflex"
"MGI:88180","Bmp4","Bmp4<tm3Blh>/Bmp4<tm3Blh>","MP:0001394","circling"
"MGI:88180","Bmp4","Tg(Eno2-Bmp4)3Jake/?","MP:0001406","abnormal gait"
"MGI:88180","Bmp4","Tg(Eno2-Bmp4)3Jake/?","MP:0001513","limb grasping"
"MGI:88180","Bmp4","Tg(Eno2-Bmp4)3Jake/?","MP:0002066","abnormal motor capabilities/coordination/movement"
"MGI:1338938","Bmpr1a","Bmpr1a<tm2.1Bhr>/Bmpr1a<tm2.2Bhr> Tg(Gdf5-cre-ALPP)1Kng/?","MP:0010053","decreased grip strength"
"MGI:109327","Bnip2","Bnip2<tm1b(EUCOMM)Wtsi>/Bnip2<tm1b(EUCOMM)Wtsi>","MP:0001515","abnormal grip strength"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<Q87X>","MP:0001393","ataxia"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<Q87X>","MP:0001399","hyperactivity"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<Q87X>","MP:0001405","impaired coordination"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<Q87X>","MP:0001406","abnormal gait"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<Q87X>","MP:0001489","decreased startle reflex"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<Q87X>","MP:0001513","limb grasping"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<Q87X>","MP:0002757","decreased vertical activity"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<Q87X>","MP:0010053","decreased grip strength"
"MGI:1913689","Borcs7","Borcs7<Q87X>/Borcs7<tm1Bhk>","MP:0001405","impaired coordination"
"MGI:3045315","Bpi","Bpi<em1(IMPC)J>/Bpi<em1(IMPC)J>","MP:0003313","abnormal locomotor activation"
"MGI:2137431","Bpifb1","Bpifb1<tm1b(KOMP)Wtsi>/Bpifb1<tm1b(KOMP)Wtsi>","MP:0001515","abnormal grip strength"
"MGI:2137431","Bpifb1","Bpifb1<tm1b(KOMP)Wtsi>/Bpifb1<tm1b(KOMP)Wtsi>","MP:0010053","decreased grip strength"
"MGI:2385160","Bpifb5","Bpifb5<tm2a(KOMP)Wtsi>/Bpifb5<tm2a(KOMP)Wtsi>","MP:0001515","abnormal grip strength"
"MGI:88190","Braf","Braf<tm1Bbd>/Braf<+>","MP:0001399","hyperactivity"
"MGI:88190","Braf","Braf<tm1Bbd>/Braf<+>","MP:0001399","hyperactivity"
"MGI:88190","Braf","Braf<tm1Bbd>/Braf<+>","MP:0001399","hyperactivity"
"MGI:88190","Braf","Braf<tm1Cpri>/Braf<+> Scn10a<tm2(cre)Jwo>/Scn10a<+>","MP:0001412","excessive scratching"
"MGI:88190","Braf","Braf<tm1Sva>/Braf<tm1.1Sva> Tg(Nes-cre)1Kln/?","MP:0001399","hyperactivity"
"MGI:88190","Braf","Braf<tm1Tumg>/Braf<+> Tg(CAG-cre)2Osb/?","MP:0001392","abnormal locomotor behavior"
"MGI:88190","Braf","Braf<tm1Tumg>/Braf<+> Tg(CAG-cre)2Osb/?","MP:0002757","decreased vertical activity"
"MGI:88190","Braf","Braf<tm1Wds>/Braf<tm1.1Wds> Tg(Nes-cre)1Kln/?","MP:0001399","hyperactivity"
"MGI:88190","Braf","Braf<tm2.1Urr>/Braf<tm2.1Urr> Tg(Nes-cre)1Kln/?","MP:0001405","impaired coordination"
"MGI:88190","Braf","Braf<tm2.1Urr>/Braf<tm2.1Urr> Tg(Nes-cre)1Kln/?","MP:0001525","impaired balance"
"MGI:88190","Braf","Braf<tm2Urr>/Braf<tm2Urr> Tg(Nes-cre)1Kln/?","MP:0001405","impaired coordination"
"MGI:88190","Braf","Braf<tm2Urr>/Braf<tm2Urr> Tg(Nes-cre)1Kln/?","MP:0001525","impaired balance"
"MGI:104537","Brca1","Brca1<tm5.1Cxd>/Brca1<tm5.1Cxd>","MP:0001399","hyperactivity"
"MGI:109337","Brca2","Brca2<tm1Mbn>/Brca2<+>","MP:0002066","abnormal motor capabilities/coordination/movement"
"MGI:1349766","Brd7","Brd7<tm2a(EUCOMM)Wtsi>/Brd7<+>","MP:0000745","tremors"
"MGI:1928478","Brinp1","Brinp1<tm1.1Pib>/Brinp1<tm1.1Pib>","MP:0001399","hyperactivity"
"MGI:1928478","Brinp1","Brinp1<tm1.1Pib>/Brinp1<tm1.1Pib>","MP:0001408","stereotypic behavior"
"MGI:1928478","Brinp1","Brinp1<tm1.1Pib>/Brinp1<tm1.1Pib>","MP:0002574","increased vertical activity"
"MGI:1928478","Brinp1","Brinp1<tm1Imts>/Brinp1<tm1Imts>","MP:0001399","hyperactivity"
"MGI:1928478","Brinp1","Brinp1<tm1Imts>/Brinp1<tm1Imts>","MP:0001405","impaired coordination"
"MGI:2442836","Brip1","Brip1<em1(IMPC)J>/Brip1<em1(IMPC)J>","MP:0001406","abnormal gait"
"MGI:2442836","Brip1","Brip1<em1(IMPC)J>/Brip1<em1(IMPC)J>","MP:0001486","abnormal startle reflex"
"MGI:2442836","Brip1","Brip1<em1(IMPC)J>/Brip1<em1(IMPC)J>","MP:0010053","decreased grip strength"
"MGI:1196337","Brms1l","Brms1l<em1(IMPC)J>/Brms1l<+>","MP:0001515","abnormal grip strength"
"MGI:1926033","Brpf1","Brpf1<tm1c(EUCOMM)Wtsi>/Brpf1<tm1c(EUCOMM)Wtsi> Emx1<tm1(cre)Krj>/Emx1<+>","MP:0001513","limb grasping"
"MGI:1923020","Brsk2","Brsk2<tm2.1Jrs>/Brsk2<tm2.1Jrs> Isl1<tm1(cre)Tmj>/Isl1<+>","MP:0001402","hypoactivity"
"MGI:1298392","Bscl2","Bscl2<tm1c(EUCOMM)Hmgu>/Bscl2<tm1c(EUCOMM)Hmgu> Tg(Adipoq-cre)1Evdr/?","MP:0001402","hypoactivity"
"MGI:2682357","Bslm4","Bslm4<C57BL/6J>/?","MP:0001399","hyperactivity"
"MGI:2682357","Bslm4","Bslm4<C57BL/6J>/?","MP:0001399","hyperactivity"
"MGI:2682357","Bslm4","Bslm4<C57BL/6J>/?","MP:0001399","hyperactivity"
"MGI:1277955","Bsn","Bsn<tm1Gund>/Bsn<tm1Gund>","MP:0001393","ataxia"
"MGI:1277955","Bsn","Bsn<tm1Gund>/Bsn<tm1Gund>","MP:0001523","impaired righting response"
"MGI:2153465","Bsnd","Bsnd<tm1Tjj>/Bsnd<tm1Tjj> Tg(Sox10-cre)1Wdr/?","MP:0011039","abnormal vestibuloocular dark reflex"
"MGI:2669849","Bsx","Bsx<tm1Tre>/Bsx<tm1Tre>","MP:0001402","hypoactivity"
"MGI:3045247","Btbd16","Btbd16<tm2b(EUCOMM)Hmgu>/Btbd16<tm2b(EUCOMM)Hmgu>","MP:0001486","abnormal startle reflex"
"MGI:3045247","Btbd16","Btbd16<tm2b(EUCOMM)Hmgu>/Btbd16<tm2b(EUCOMM)Hmgu>","MP:0003313","abnormal locomotor activation"
"MGI:1933831","Btbd2","Btbd2<em1(IMPC)Mbp>/Btbd2<em1(IMPC)Mbp>","MP:0001488","increased startle reflex"
"MGI:1933831","Btbd2","Btbd2<em1(IMPC)Mbp>/Btbd2<em1(IMPC)Mbp>","MP:0001513","limb grasping"
"MGI:2385155","Btbd3","Btbd3<em1Dul>/Btbd3<em1Dul>","MP:0001399","hyperactivity"
"MGI:2385155","Btbd3","Btbd3<em1Dul>/Btbd3<em1Dul>","MP:0002757","decreased vertical activity"
"MGI:1916625","Btbd9","Btbd9<Gt(RRE078)Byg>/Btbd9<Gt(RRE078)Byg>","MP:0001396","unidirectional circling"
"MGI:1916625","Btbd9","Btbd9<Gt(RRE078)Byg>/Btbd9<Gt(RRE078)Byg>","MP:0001399","hyperactivity"
"MGI:1916625","Btbd9","Btbd9<tm1b(EUCOMM)Wtsi>/Btbd9<tm1b(EUCOMM)Wtsi>","MP:0001515","abnormal grip strength"
"MGI:1916625","Btbd9","Btbd9<tm1c(EUCOMM)Wtsi>/Btbd9<tm1c(EUCOMM)Wtsi> Emx1<tm1(cre)Yql>/Emx1<+>","MP:0001399","hyperactivity"
"MGI:1916625","Btbd9","Btbd9<tm1c(EUCOMM)Wtsi>/Btbd9<tm1c(EUCOMM)Wtsi> Emx1<tm1(cre)Yql>/Emx1<+>","MP:0001405","impaired coordination"
"MGI:1916625","Btbd9","Btbd9<tm1c(EUCOMM)Wtsi>/Btbd9<tm1c(EUCOMM)Wtsi> Tg(Pcp2-cre)2Mpin/?","MP:0001399","hyperactivity"
"MGI:1916625","Btbd9","Btbd9<tm1d(EUCOMM)Wtsi>/Btbd9<tm1d(EUCOMM)Wtsi>","MP:0001405","impaired coordination"
"MGI:1347001","Btd","Btd<tm1Bwol>/Btd<tm1Bwol>","MP:0000745","tremors"
"MGI:1347001","Btd","Btd<tm1Bwol>/Btd<tm1Bwol>","MP:0000746","weakness"
"MGI:1347001","Btd","Btd<tm1Bwol>/Btd<tm1Bwol>","MP:0000755","hindlimb paralysis"
"MGI:1347001","Btd","Btd<tm1Bwol>/Btd<tm1Bwol>","MP:0000756","forelimb paralysis"
"MGI:1347001","Btd","Btd<tm1Bwol>/Btd<tm1Bwol>","MP:0001406","abnormal gait"
"MGI:1347001","Btd","Btd<tm1Bwol>/Btd<tm1Bwol>","MP:0001505","hunched posture"
"MGI:1347001","Btd","Btd<tm1Bwol>/Btd<tm1Bwol>","MP:0005202","lethargy"
"MGI:108384","Btg2","Btg2<tm1b(KOMP)Mbp>/Btg2<tm1b(KOMP)Mbp>","MP:0001399","hyperactivity"
"MGI:108384","Btg2","Btg2<tm1b(KOMP)Mbp>/Btg2<tm1b(KOMP)Mbp>","MP:0001486","abnormal startle reflex"
"MGI:1338871","Btrc","Btrc<tm1b(KOMP)Wtsi>/Btrc<tm1b(KOMP)Wtsi>","MP:0001515","abnormal grip strength"
"MGI:1100510","Bub1","Bub1<em1(IMPC)Bay>/Bub1<+>","MP:0001486","abnormal startle reflex"
"MGI:1100510","Bub1","Bub1<em1(IMPC)Bay>/Bub1<+>","MP:0001489","decreased startle reflex"
"MGI:1333889","Bub1b","Bub1b<tm1Jvd>/Bub1b<tm1Jvd>","MP:0010053","decreased grip strength"
"MGI:1333889","Bub1b","Bub1b<tm1Jvd>/Bub1b<tm3.1Jvd>","MP:0010053","decreased grip strength"
"MGI:1346013","Bves","Bves<tm1.1(KOMP)Vlcg>/Bves<tm1.1(KOMP)Vlcg>","MP:0001515","abnormal grip strength"
"MGI:1346013","Bves","Bves<tm1.1(KOMP)Vlcg>/Bves<tm1.1(KOMP)Vlcg>","MP:0010052","increased grip strength"
"MGI:2681283","Bw8q1","Bw8q1<C57BL/6J>/Bw8q1<C57BL/6J>","MP:0001399","hyperactivity"
"MGI:1914132","Bzw1","Bzw1<em1(IMPC)J>/Bzw1<em1(IMPC)J>","MP:0003313","abnormal locomotor activation"
"MGI:88225","C1qc","C1qc<em1(IMPC)J>/C1qc<em1(IMPC)J>","MP:0001515","abnormal grip strength"
"MGI:2387350","C1ql3","C1ql3<tm1.2Sud>/C1ql3<+>","MP:0001399","hyperactivity"
"MGI:2387350","C1ql3","C1ql3<tm1.2Sud>/C1ql3<tm1.2Sud>","MP:0001399","hyperactivity"
"MGI:2387350","C1ql3","C1ql3<tm1.2Sud>/C1ql3<tm1.2Sud>","MP:0001405","impaired coordination"
"MGI:1919254","C1qtnf1","C1qtnf1<em1(IMPC)Mbp>/C1qtnf1<em1(IMPC)Mbp>","MP:0001486","abnormal startle reflex"
"MGI:1919254","C1qtnf1","C1qtnf1<tm1Lex>/C1qtnf1<tm1Lex>","MP:0001399","hyperactivity"
"MGI:2385958","C1qtnf5","C1qtnf5<tm1.1(KOMP)Vlcg>/C1qtnf5<+>","MP:0001489","decreased startle reflex"
"MGI:2142166","C2cd3","C2cd3<em1(IMPC)Tcp>/C2cd3<+>","MP:0001515","abnormal grip strength"
"MGI:1921991","C2cd5","C2cd5<Gt(IST12020E4)Tigm>/C2cd5<Gt(IST12020E4)Tigm>","MP:0002757","decreased vertical activity"
"MGI:1097680","C3ar1","C3ar1<tm1.1(KOMP)Vlcg>/C3ar1<tm1.1(KOMP)Vlcg>","MP:0001515","abnormal grip strength"
"MGI:88235","C7","C7<em1(IMPC)J>/C7<em1(IMPC)J>","MP:0001392","abnormal locomotor behavior"
"MGI:88235","C7","C7<em1(IMPC)J>/C7<em1(IMPC)J>","MP:0003313","abnormal locomotor activation"
"MGI:1920455","C9orf72","C9orf72<tm1Eggn>/C9orf72<+>","MP:0001393","ataxia"
"MGI:1920455","C9orf72","C9orf72<tm1Lagi>/C9orf72<tm1Lagi>","MP:0001405","impaired coordination"
"MGI:1927065","Cables1","Cables1<Tg(Actb-rtTA,Actb-tTS)138Utr>/Cables1<+>","MP:0001394","circling"
"MGI:1352750","Cabp1","Cabp1<tm1b(EUCOMM)Wtsi>/Cabp1<tm1b(EUCOMM)Wtsi>","MP:0003313","abnormal locomotor activation"
"MGI:1352749","Cabp2","Cabp2<em1(IMPC)J>/Cabp2<em1(IMPC)J>","MP:0001515","abnormal grip strength"
"MGI:1924317","Cacfd1","Cacfd1<tm1Lex>/Cacfd1<tm1Lex>","MP:0001489","decreased startle reflex"
"MGI:2444177","Cachd1","Cachd1<em1(IMPC)J>/Cachd1<+>","MP:0001515","abnormal grip strength"
"MGI:109482","Cacna1a","Cacna1a<Tg-5J>/Cacna1a<+>","MP:0001393","ataxia"
"MGI:109482","Cacna1a","Cacna1a<Tg-5J>/Cacna1a<Tg-5J>","MP:0001393","ataxia"
"MGI:109482","Cacna1a","Cacna1a<Tg-7J>/Cacna1a<+>","MP:0001393","ataxia"
"MGI:109482","Cacna1a","Cacna1a<Tg-7J>/Cacna1a<+>","MP:0001406","abnormal gait"
"MGI:109482","Cacna1a","Cacna1a<Wb>/Cacna1a<+>","MP:0001393","ataxia"
"MGI:109482","Cacna1a","Cacna1a<Wb>/Cacna1a<+>","MP:0001402","hypoactivity"
"MGI:109482","Cacna1a","Cacna1a<Wb>/Cacna1a<+>","MP:0001405","impaired coordination"
"MGI:109482","Cacna1a","Cacna1a<Wb>/Cacna1a<Wb>","MP:0001393","ataxia"
"MGI:109482","Cacna1a","Cacna1a<Wb>/Cacna1a<Wb>","MP:0001405","impaired coordination"
"MGI:109482","Cacna1a","Cacna1a<Wb>/Cacna1a<Wb>","MP:0001523","impaired righting response"
"MGI:109482","Cacna1a","Cacna1a<Wb>/Cacna1a<Wb>","MP:0005323","dystonia"
"MGI:109482","Cacna1a","Cacna1a<Wb>/Cacna1a<Wb>","MP:0010053","decreased grip strength"
"MGI:109482","Cacna1a","Cacna1a<m1Btlr>/Cacna1a<m1Btlr>","MP:0001405","impaired coordination"
"MGI:109482","Cacna1a","Cacna1a<m1Btlr>/Cacna1a<m1Btlr>","MP:0001525","impaired balance"
